"hgnc"	"model_organism"	"line"	"sex"	"change_percentage"	"p_value"	"sample"	"age_of_control_min"	"age_of_control_mean"	"age_of_control_max"	"age_of_experiment_min"	"age_of_experiment_mean"	"age_of_experiment_max"	"age_unit"	"change_type"	"control_cohort_size"	"experiment_cohort_size"	"statistical_method"	"expression_evaluation_by"	"measurement_method"	"comment"	"doi"	"pmid"
"CBS"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CCKBR"	"human"	"n/a"	"all"	"-62.8253%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CDC40"	"human"	"n/a"	"all"	"-78.903%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CDH22"	"human"	"n/a"	"all"	"-37.8882%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CDK11A"	"human"	"n/a"	"all"	"122.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CDK5R1"	"human"	"n/a"	"all"	"-70.6745%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CFHR1"	"human"	"n/a"	"all"	"217.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CHSY1"	"human"	"n/a"	"all"	"84.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLASRP"	"human"	"n/a"	"all"	"68.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLDN5"	"human"	"n/a"	"all"	"52.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLEC2B"	"human"	"n/a"	"all"	"171.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLIC2"	"human"	"n/a"	"all"	"70.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLIC4"	"human"	"n/a"	"all"	"95.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLK1"	"human"	"n/a"	"all"	"57.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CLTB"	"human"	"n/a"	"all"	"-38.6503%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CNTN1"	"human"	"n/a"	"all"	"-60.3175%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CPNE3"	"human"	"n/a"	"all"	"88.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CRH"	"human"	"n/a"	"all"	"-63.6364%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CRYAB"	"human"	"n/a"	"all"	"99.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CRYAB"	"human"	"n/a"	"all"	"60.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CSRP1"	"human"	"n/a"	"all"	"55.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"CYP1B1"	"human"	"n/a"	"all"	"78.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DDIT4"	"human"	"n/a"	"all"	"155.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DDR1"	"human"	"n/a"	"all"	"82.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DDX3X"	"human"	"n/a"	"all"	"-45.9459%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DHRS3"	"human"	"n/a"	"all"	"64.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DNASE1L1"	"human"	"n/a"	"all"	"64.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DPYSL3"	"human"	"n/a"	"all"	"83.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"DYNC1I1"	"human"	"n/a"	"all"	"-59.1837%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"E2F4"	"human"	"n/a"	"all"	"-35.8974%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ECM2"	"human"	"n/a"	"all"	"63.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"EFEMP1"	"human"	"n/a"	"all"	"163.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"EFS"	"human"	"n/a"	"all"	"158.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ENSA"	"human"	"n/a"	"all"	"-44.1341%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ENSA"	"human"	"n/a"	"all"	"-39.3939%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"EP400"	"human"	"n/a"	"all"	"-33.7748%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"EPM2A"	"human"	"n/a"	"all"	"68.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ERBB3"	"human"	"n/a"	"all"	"89.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ERBB3"	"human"	"n/a"	"all"	"129.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"ETS2"	"human"	"n/a"	"all"	"-40.4762%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"EYA1"	"human"	"n/a"	"all"	"61.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FADS1"	"human"	"n/a"	"all"	"85.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FADS1"	"human"	"n/a"	"all"	"110.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FERMT2"	"human"	"n/a"	"all"	"64.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF1"	"human"	"n/a"	"all"	"119.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF12"	"human"	"n/a"	"all"	"-61.39%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF12"	"human"	"n/a"	"all"	"-58.159%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF13"	"human"	"n/a"	"all"	"-57.0815%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF13"	"human"	"n/a"	"all"	"-69.2308%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF2"	"human"	"n/a"	"all"	"110.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGF2"	"human"	"n/a"	"all"	"108.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGFR2"	"human"	"n/a"	"all"	"64.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FGFR3"	"human"	"n/a"	"all"	"78.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FOXG1"	"human"	"n/a"	"all"	"-49.2386%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FRMPD4"	"human"	"n/a"	"all"	"-52.1531%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"FYN"	"human"	"n/a"	"all"	"93.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GABRB3"	"human"	"n/a"	"all"	"-68.3544%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GABRD"	"human"	"n/a"	"all"	"-35.0649%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GAD1"	"human"	"n/a"	"all"	"-37.8882%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GATM"	"human"	"n/a"	"all"	"53.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GATM"	"human"	"n/a"	"all"	"83.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GFAP"	"human"	"n/a"	"all"	"61.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GFRA2"	"human"	"n/a"	"all"	"-39.0244%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GIPC1"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GJA1"	"human"	"n/a"	"all"	"68.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GNAQ"	"human"	"n/a"	"all"	"-50.7389%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GNB5"	"human"	"n/a"	"all"	"-40.4762%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GNE"	"human"	"n/a"	"all"	"76.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GNG11"	"human"	"n/a"	"all"	"111.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GNG12"	"human"	"n/a"	"all"	"99.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GPC5"	"human"	"n/a"	"all"	"59.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GPR137B"	"human"	"n/a"	"all"	"70.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GPRC5B"	"human"	"n/a"	"all"	"66.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GRIA1"	"human"	"n/a"	"all"	"-58.5062%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GRIA1"	"human"	"n/a"	"all"	"-54.955%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GRIN2A"	"human"	"n/a"	"all"	"-57.265%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GSN"	"human"	"n/a"	"all"	"55.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"GUSBP1"	"human"	"n/a"	"all"	"128.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HBB"	"human"	"n/a"	"all"	"187.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HBB"	"human"	"n/a"	"all"	"229.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HCCS"	"human"	"n/a"	"all"	"-37.8882%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HCRTR2"	"human"	"n/a"	"all"	"56.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HEBP2"	"human"	"n/a"	"all"	"98.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HEPH"	"human"	"n/a"	"all"	"58.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HIF1A"	"human"	"n/a"	"all"	"105.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"H2AC6"	"human"	"n/a"	"all"	"58.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HNRNPH3"	"human"	"n/a"	"all"	"51.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HP"	"human"	"n/a"	"all"	"73.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HSD17B6"	"human"	"n/a"	"all"	"54.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HSPA13"	"human"	"n/a"	"all"	"-43.1818%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HSPA2"	"human"	"n/a"	"all"	"122.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"HSPA2"	"human"	"n/a"	"all"	"88.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
