"hgnc"	"comment"	"doi"	"pmid"	"intervention"	"model_organism"	"line"	"intervention_deteriorates"	"intervention_improves"	"intervention_result"	"process"	"age"	"genotype"	"sex"
"BRCA1"	"n/a"	"10.1038/sj.onc.1210451"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"carcinogenesis"	""	"n/a"	"carcinogenesis"	"0 days"	"n/-"	"female"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"proliferation"	""	"n/a"	"proliferation"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"hair/coat"	""	"n/a"	"hair/coat"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"body composition"	""	"n/a"	"body composition"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"bone"	""	"n/a"	"bone"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"skin"	""	"n/a"	"skin"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"nervous system"	""	"n/a"	"nervous system"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"immune function"	""	"n/a"	"immune function"	"0 days"	"n/a"	"all"
"ATR"	"n/a"	"10.1038/ng.420"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"DNA metabolism"	""	"n/a"	"DNA metabolism"	"0 days"	"n/a"	"all"
"BMAL1"	"n/a"	"10.1101/gad.1432206"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"blood"	""	"n/a"	"blood"	"0 days"	"-/-"	"n/a"
"BMAL1"	"n/a"	"10.1101/gad.1432206"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"eyesight"	""	"n/a"	"eyesight"	"0 days"	"-/-"	"n/a"
"BMAL1"	"n/a"	"10.1101/gad.1432206"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"body composition"	""	"n/a"	"body composition"	"0 days"	"-/-"	"n/a"
"BMAL1"	"n/a"	"10.1101/gad.1432206"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"muscle"	""	"n/a"	"muscle"	"0 days"	"-/-"	"n/a"
"BMAL1"	"n/a"	"10.1101/gad.1432206"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"oxidation/antioxidant function"	""	"n/a"	"oxidation/antioxidant function"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"liver"	""	"n/a"	"liver"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"hair/coat"	""	"n/a"	"hair/coat"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"reproductive function"	""	"n/a"	"reproductive function"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"body composition"	""	"n/a"	"body composition"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"muscle"	""	"n/a"	"muscle"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"bone"	""	"n/a"	"bone"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"senescence"	""	"n/a"	"senescence"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"stress responce"	""	"n/a"	"stress responce"	"0 days"	"-/-"	"n/a"
"ARHGAP1"	"n/a"	"10.1073/pnas.0609149104"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"DNA metabolism"	""	"n/a"	"DNA metabolism"	"0 days"	"-/-"	"n/a"
"APOE"	"APOE knockout mice had severe atherosclerosis and xanthomatosis, 35% of them died within 18 months."	"10.1096/fj.01-0463com"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"cholesterol metabolism"	""	"n/a"	"cholesterol metabolism"	"0 days"	"n/a"	"n/a"
"APOE"	"APOE knockout mice had severe atherosclerosis and xanthomatosis, 35% of them died within 18 months."	"10.1096/fj.01-0463com"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"0 days"	"n/a"	"n/a"
"APOE"	"APOE knockout mice had severe atherosclerosis and xanthomatosis, 35% of them died within 18 months."	"10.1096/fj.01-0463com"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"n/a"	"n/a"
"AKT2"	"AKT2 knockout in mice promoted aging-induced cardiac hypertrophy but rescued aging-induced changes in Ca signaling and functioning of cardiomyocytes. Aging-dependent downregulation of SIRT1 and phosphorylation of FOXO1 and AKT were partially compensated by AKT2 knockout. "	"10.1111/acel.12616"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"n/a"
"MSRA"	"n/a"	"10.1073/pnas.231472998"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"renal function"	""	"n/a"	"renal function"	"0 days"	"-/-"	"all"
"MSRA"	"n/a"	"10.1073/pnas.231472998"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"proteostasis"	""	"n/a"	"proteostasis"	"0 days"	"-/-"	"all"
"MSRA"	"n/a"	"10.1073/pnas.231472998"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"oxidation/antioxidant function"	""	"n/a"	"oxidation/antioxidant function"	"0 days"	"-/-"	"all"
"MSRA"	"n/a"	"10.1111/j.1474-9726.2009.00521.x"	"n/a"	"gene knockout"	"roundworm Caenorhabditis elegans"	"N2"	"locomotor function"	""	"n/a"	"locomotor function"	"0 days"	"n/a"	"n/a"
"MSRA"	"n/a"	"10.1111/j.1474-9726.2009.00521.x"	"n/a"	"gene knockout"	"roundworm Caenorhabditis elegans"	"N2"	"stress responce"	""	"n/a"	"stress responce"	"0 days"	"n/a"	"n/a"
"LMNB1"	"n/a"	"10.15698/cst2018.09.152"	"n/a"	"tissue-specific suppression of gene expression"	"fly Drosophila melanogaster"	"w1118"	"locomotor function"	""	"n/a"	"locomotor function"	"0 days"	"n/a"	"male"
"GSK3A"	"n/a"	"10.1016/j.celrep.2016.03.041"	"n/a"	"additional copies of a gene in transgenic animals"	"fly Drosophila melanogaster"	"w1118"	"stress responce"	""	"n/a"	"stress responce"	"0 days"	"n/a"	"all"
"ERCC4"	"Effects were dependent on GAL4 driver, stage of induction, sex, and role of the gene in the DNA repair process. While the constitutive/neuron-specific and conditional/ubiquitous overexpression of DNA repair genes negatively impacted lifespan and stress resistance, the constitutive/ubiquitous and conditional/neuron-specific overexpression of Hus1, mnk, mei-9, mus210, and WRNexo had beneficial effects."	"10.1038/srep15299"	"n/a"	"additional copies of a gene in transgenic animals"	"fly Drosophila melanogaster"	"n/a"	"stress responce"	""	"n/a"	"stress responce"	"1 days"	"n/a"	"all"
"ERCC4"	"Effects were dependent on GAL4 driver, stage of induction, sex, and role of the gene in the DNA repair process. While the constitutive/neuron-specific and conditional/ubiquitous overexpression of DNA repair genes negatively impacted lifespan and stress resistance, the constitutive/ubiquitous and conditional/neuron-specific overexpression of Hus1, mnk, mei-9, mus210, and WRNexo had beneficial effects."	"10.1038/srep15299"	"n/a"	"additional copies of a gene in transgenic animals"	"fly Drosophila melanogaster"	"n/a"	"DNA metabolism"	""	"n/a"	"DNA metabolism"	"1 days"	"n/a"	"all"
"ERCC4"	"Effects were dependent on GAL4 driver, stage of induction, sex, and role of the gene in the DNA repair process. While the constitutive/neuron-specific and conditional/ubiquitous overexpression of DNA repair genes negatively impacted lifespan and stress resistance, the constitutive/ubiquitous and conditional/neuron-specific overexpression of Hus1, mnk, mei-9, mus210, and WRNexo had beneficial effects."	"10.1038/srep15299"	"n/a"	"additional copies of a gene in transgenic animals"	"fly Drosophila melanogaster"	"n/a"	"oxidation/antioxidant function"	""	"n/a"	"oxidation/antioxidant function"	"1 days"	"n/a"	"all"
"BLM"	"The data show that Drosophila lacking BLM have an elevated frequency of spontaneous genome rearrangements that increases with age."	"10.1186/gb-2011-12-12-r121"	"n/a"	"gene knockout"	"fly Drosophila melanogaster"	"w1118"	"DNA metabolism"	""	"n/a"	"DNA metabolism"	"0 days"	"n/a"	"all"
"PDHB"	"Knockdown of dPDHB in pan-neurons induced locomotor defects in both larval and adult stages, which were consistent with abnormal morphology of the motor neuron terminals at neuromuscular junctions and mitochondrial fragmentation in brains. Moreover, neuron-specific knockdown of dPDHB also shortened the lifespan of adult flies. In addition, flies with knockdown of dPDHB manifested a rough eye phenotype and aberrant photoreceptor axon targeting. These results with the Drosophila model suggest the involvement of PDHB in peripheral neuropathy."	"10.1016/j.yexcr.2018.02.035"	"n/a"	"tissue-specific suppression of gene expression"	"fly Drosophila melanogaster"	"Canton-S w"	"locomotor function"	""	"n/a"	"locomotor function"	"0 days"	"n/a"	"male"
"PDHB"	"Knockdown of dPDHB in pan-neurons induced locomotor defects in both larval and adult stages, which were consistent with abnormal morphology of the motor neuron terminals at neuromuscular junctions and mitochondrial fragmentation in brains. Moreover, neuron-specific knockdown of dPDHB also shortened the lifespan of adult flies. In addition, flies with knockdown of dPDHB manifested a rough eye phenotype and aberrant photoreceptor axon targeting. These results with the Drosophila model suggest the involvement of PDHB in peripheral neuropathy."	"10.1016/j.yexcr.2018.02.035"	"n/a"	"tissue-specific suppression of gene expression"	"fly Drosophila melanogaster"	"Canton-S w"	"nervous system"	""	"n/a"	"nervous system"	"0 days"	"n/a"	"male"
"PDHB"	"Knockdown of dPDHB in pan-neurons induced locomotor defects in both larval and adult stages, which were consistent with abnormal morphology of the motor neuron terminals at neuromuscular junctions and mitochondrial fragmentation in brains. Moreover, neuron-specific knockdown of dPDHB also shortened the lifespan of adult flies. In addition, flies with knockdown of dPDHB manifested a rough eye phenotype and aberrant photoreceptor axon targeting. These results with the Drosophila model suggest the involvement of PDHB in peripheral neuropathy."	"10.1016/j.yexcr.2018.02.035"	"n/a"	"tissue-specific suppression of gene expression"	"fly Drosophila melanogaster"	"Canton-S w"	"mitochondrial function"	""	"n/a"	"mitochondrial function"	"0 days"	"n/a"	"male"
"CDC14B"	"The mutant mice (ΔE2/ΔE2) were viable and did not display overt abnormalities. However, these mice developed signs of aging at much younger ages than the wild-type mice. At the cellular level, the Cdc14b-deficient mouse embryonic fibroblasts (MEFs) grew more slowly than the controls at later passages as a result of increased rates of senescence. Consistent with these premature-aging phenotypes, Cdc14b-deficient cells accumulated more endogenous DNA damage than the wild-type cells, and more Cdc14b-deficient MEFs entered senescence than control MEFs in response to exogenous DNA damage. Cdc14bΔE2/ΔE2 mice also developed kyphosis and cataract much earlier than the control animals. In addition to premature aging, Cdc14b mutant mice were less fertile than the wild-type control, especially females."	"10.1128/MCB.01330-10"	"n/a"	"gene modification to reduce gene expression"	"mouse"	"C57BL/6"	"reproductive function"	""	"n/a"	"reproductive function"	"n/a"	"-/-"	"all"
"CDC14B"	"The mutant mice (ΔE2/ΔE2) were viable and did not display overt abnormalities. However, these mice developed signs of aging at much younger ages than the wild-type mice. At the cellular level, the Cdc14b-deficient mouse embryonic fibroblasts (MEFs) grew more slowly than the controls at later passages as a result of increased rates of senescence. Consistent with these premature-aging phenotypes, Cdc14b-deficient cells accumulated more endogenous DNA damage than the wild-type cells, and more Cdc14b-deficient MEFs entered senescence than control MEFs in response to exogenous DNA damage. Cdc14bΔE2/ΔE2 mice also developed kyphosis and cataract much earlier than the control animals. In addition to premature aging, Cdc14b mutant mice were less fertile than the wild-type control, especially females."	"10.1128/MCB.01330-10"	"n/a"	"gene modification to reduce gene expression"	"mouse"	"C57BL/6"	"eyesight"	""	"n/a"	"eyesight"	"n/a"	"-/-"	"all"
"CDC14B"	"The mutant mice (ΔE2/ΔE2) were viable and did not display overt abnormalities. However, these mice developed signs of aging at much younger ages than the wild-type mice. At the cellular level, the Cdc14b-deficient mouse embryonic fibroblasts (MEFs) grew more slowly than the controls at later passages as a result of increased rates of senescence. Consistent with these premature-aging phenotypes, Cdc14b-deficient cells accumulated more endogenous DNA damage than the wild-type cells, and more Cdc14b-deficient MEFs entered senescence than control MEFs in response to exogenous DNA damage. Cdc14bΔE2/ΔE2 mice also developed kyphosis and cataract much earlier than the control animals. In addition to premature aging, Cdc14b mutant mice were less fertile than the wild-type control, especially females."	"10.1128/MCB.01330-10"	"n/a"	"gene modification to reduce gene expression"	"mouse"	"C57BL/6"	"bone"	""	"n/a"	"bone"	"n/a"	"-/-"	"all"
"CDC14B"	"The mutant mice (ΔE2/ΔE2) were viable and did not display overt abnormalities. However, these mice developed signs of aging at much younger ages than the wild-type mice. At the cellular level, the Cdc14b-deficient mouse embryonic fibroblasts (MEFs) grew more slowly than the controls at later passages as a result of increased rates of senescence. Consistent with these premature-aging phenotypes, Cdc14b-deficient cells accumulated more endogenous DNA damage than the wild-type cells, and more Cdc14b-deficient MEFs entered senescence than control MEFs in response to exogenous DNA damage. Cdc14bΔE2/ΔE2 mice also developed kyphosis and cataract much earlier than the control animals. In addition to premature aging, Cdc14b mutant mice were less fertile than the wild-type control, especially females."	"10.1128/MCB.01330-10"	"n/a"	"gene modification to reduce gene expression"	"mouse"	"C57BL/6"	"senescence"	""	"n/a"	"senescence"	"n/a"	"-/-"	"all"
"CDC14B"	"The mutant mice (ΔE2/ΔE2) were viable and did not display overt abnormalities. However, these mice developed signs of aging at much younger ages than the wild-type mice. At the cellular level, the Cdc14b-deficient mouse embryonic fibroblasts (MEFs) grew more slowly than the controls at later passages as a result of increased rates of senescence. Consistent with these premature-aging phenotypes, Cdc14b-deficient cells accumulated more endogenous DNA damage than the wild-type cells, and more Cdc14b-deficient MEFs entered senescence than control MEFs in response to exogenous DNA damage. Cdc14bΔE2/ΔE2 mice also developed kyphosis and cataract much earlier than the control animals. In addition to premature aging, Cdc14b mutant mice were less fertile than the wild-type control, especially females."	"10.1128/MCB.01330-10"	"n/a"	"gene modification to reduce gene expression"	"mouse"	"C57BL/6"	"DNA metabolism"	""	"n/a"	"DNA metabolism"	"n/a"	"-/-"	"all"
"GRSF1"	"GRSF1 knockdown caused an increase in SA-β-gal positive WI-38 cells and increased phosphorylated p53 levels, which is a senescence marker."	"10.1038/s41598-019-42064-6"	"n/a"	"RNA interferention"	"cell culture"	"primary lung fibroblasts WI-38"	"senescence"	""	"n/a"	"senescence"	"n/a"	"n/a"	"n/a"
"ZMPSTE24"	"Authors found overt repolarization abnormalities in Hutchinson–Gilford progeria syndrome patients at advanced disease stages. Similar alterations were present in progeroid Zmpste24−/− mice, which had cardiomyocytes that exhibited prolonged calcium transient duration and reduced sarcoplasmic reticulum calcium loading capacity and release, consistent with absence of isoproterenol-induced ventricular arrhythmias. Zmpste24−/− mice developed age-dependent bradycardia and PQ interval/QRS complex prolongation, likely contributing to premature death. These defects correlated with mislocalization of connexin43, which was also noted in heart tissue from Hutchinson–Gilford progeria syndrome patients."	"10.1073/pnas.1603754113"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"11 weeks"	"-/-"	"male"
"ZMPSTE24"	"Genomic DNA from the gills of 14–15-month-old males was subjected to Southern blot analysis of the telomere sequence (TTAGGG repeats). The median of telomere length for zmpste24 mutants was 8.97 kb, which was significantly shorter than 9.57 kb of WT fish. The nuclei of zmpste24 mutants show abnormal shape both in vitro and in vivo."	"10.1016/j.cbpc.2018.03.006"	"n/a"	"gene knockout"	"medaka"	"OK-Cab"	"nucleus structure"	""	"n/a"	"nucleus structure"	"14 months"	"-/-"	"male"
"ZMPSTE24"	"Genomic DNA from the gills of 14–15-month-old males was subjected to Southern blot analysis of the telomere sequence (TTAGGG repeats). The median of telomere length for zmpste24 mutants was 8.97 kb, which was significantly shorter than 9.57 kb of WT fish. The nuclei of zmpste24 mutants show abnormal shape both in vitro and in vivo."	"10.1016/j.cbpc.2018.03.006"	"n/a"	"gene knockout"	"medaka"	"OK-Cab"	"building and protection of telomeres"	""	"n/a"	"building and protection of telomeres"	"14 months"	"-/-"	"male"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"liver"	""	"n/a"	"liver"	"n/a"	"-/-"	"all"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"hair/coat"	""	"n/a"	"hair/coat"	"n/a"	"-/-"	"all"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"body composition"	""	"n/a"	"body composition"	"n/a"	"-/-"	"all"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"bone"	""	"n/a"	"bone"	"n/a"	"-/-"	"all"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"autophagy"	""	"n/a"	"autophagy"	"n/a"	"-/-"	"all"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"n/a"	"-/-"	"all"
"ZMPSTE24"	"The LC3 lipidation status was much higher in Zmpste24-/- mice than in their wild-type littermates, suggesting an increase in basal autophagy levels in these progeroid mice. A slight reduction in the total p62 protein content in samples from Zmpste24-/- mice confirms that the observed LC3-II accumulation in mutant mice tissues represents a bona fide up-regulation of the autophagic activity instead of a blockade in autophagosome maturation."	"10.1093/hmg/ddn120"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"glucose metabolism"	""	"n/a"	"glucose metabolism"	"n/a"	"-/-"	"all"
"NGF"	" Brain-specific Ngf-deficient mice exhibit increased anxiety, impaired spatial learning and memory, decreased adult hippocampal volume, neurogenesis, short-term potentiation, and cholinergic innervation. Overexpression of Ngf in the hippocampus of Ngf gene knockout mice rescued spatial memory and partially restored cholinergic innervations, but not anxiety."	"10.1038/s41398-021-01280-3"	"n/a"	"tissue-specific gene knockout"	"mouse"	"n/a"	"cognitive function"	""	"n/a"	"cognitive function"	"n/a"	"-/-"	"all"
"PTGS2"	"Transgenic mice overexpressing COX-2 in neurons of hippocampus, cortex, and amygdala develop cognitive deficits in an age-dependent manner. Transgenic mice overexpressing COX-2 in neurons showed age-dependent increase in neuronal apoptosis occurring at 14 and 22 months of age and astrocytic activation at 24 months of age."	"10.1523/JNEUROSCI.21-20-08198.2001"	"n/a"	"gene modification to increase gene expression "	"mouse"	"C57BL/6J"	"cognitive function"	""	"n/a"	"cognitive function"	"12 months"	"n/a"	"female"
"PTGS2"	"Transgenic mice overexpressing COX-2 in neurons of hippocampus, cortex, and amygdala develop cognitive deficits in an age-dependent manner. Transgenic mice overexpressing COX-2 in neurons showed age-dependent increase in neuronal apoptosis occurring at 14 and 22 months of age and astrocytic activation at 24 months of age."	"10.1523/JNEUROSCI.21-20-08198.2001"	"n/a"	"gene modification to increase gene expression "	"mouse"	"C57BL/6J"	"nervous system"	""	"n/a"	"nervous system"	"12 months"	"n/a"	"female"
"NOX4"	"The researchers generated mice with cardiac-specific overexpression of wild-type Nox4. Tg-Nox4 mice at the age of 13–14 months displayed decreased left ventricular (LV) function. "	"10.1161/CIRCRESAHA.109.213116"	"n/a"	"tissue-specific gene overexpression"	"mouse"	"FVB"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"n/a"	"all"
"BAZ2A"	"BAZ-2 accelerate behavioural deterioration in C. elegans by reducing mitochondrial function, repressing the expression of nuclear-encoded mitochondrial proteins. "	"10.1038/s41586-020-2037-y"	"n/a"	"gene modification"	"roundworm Caenorhabditis elegans"	"n/a"	"mitochondrial function"	""	"n/a"	"mitochondrial function"	"n/a"	"n/a"	"all"
"NGF"	"The pharmacological inhibition of the pro-to mature NGF conversion results in the brain accumulation of proNGF and loss and atrophy of cortical cholinergic synapses. "	"10.1007/s11064-012-0770-9"	"n/a"	"treatment with a gene expression inhibitor"	"rat"	"n/a"	"nervous system"	""	"n/a"	"nervous system"	"n/a"	"n/a"	"n/a"
"PDGFRB"	"The long-term inhibition of PDGFR-β prevented age-related mesangial expansion without

showing overt functional abnormalities in 48-weeks old mice, which were administered tamoxifen at 4 weeks of age. On the other hand, Deletant mice showed increased vulnerability to the acute nephron loss and albuminuria at 2 weeks after nephrectomy, and showed mesangial insufficiency in the following adaptive process. At 12 weeks after nephrectomy, albuminuria and elevation of blood urea nitrogen in Deletant restored to the levels in control mice."	"10.1093/ndt/gfq468"	"n/a"	"gene knockout"	"mouse"	"mixed"	"renal function"	""	"n/a"	"renal function"	"48 weeks"	"-/-"	"male"
"UCHL1"	"The signs of premature neurodegeneration in the brain and in the enteric nervous system. "	"10.3389/fnagi.2014.00129"	"n/a"	"gene knockout"	"mouse"	"129S1/SvImJ"	"nervous system"	""	"n/a"	"nervous system"	"0 days"	"-/-"	"all"
"UCHL1"	"The signs of premature neurodegeneration in the brain and in the enteric nervous system. "	"10.3389/fnagi.2014.00129"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"nervous system"	""	"n/a"	"nervous system"	"0 days"	"-/-"	"all"
"ATR"	"ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. ATRmKO mice showed early and permanent loss of spermatogenesis."	"10.1016/j.stem.2007.03.002"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129SvEv; ATR flox/+; Cre-ERT2"	"reproductive function"	""	"n/a"	"reproductive function"	"10 weeks"	"-/-"	"male"
"ATR"	"ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Within 3-4 months after TAM treatment, pervasive hair graying and alopecia were observed in ATRmKO mice. ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Thinning of the subcutaneous adipose layer (up to 70% reduced) and thickening of the epidermis were observable within 3-6 months of TAM treatment in ATRmKO mice. ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Within 3 months to 1 year following TAM treatment ATRmKO mice displayed significant kyphosis and osteoporosis in comparison to control mice. ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Body weight averages for ATRmKO differed from control within 3-4 months of TAM treatment and were 20% lower than control mice by 1 year after treatment (p = 0.0006). ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Thymocyte numbers declined in ATRmKO mice.  ATR mosaic knockout (ATRmKO) mice were generated by treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Architectural deterioration and fibrosis in the kidney was observed in 6-months old ATRmKO mice. Increasing over time fibrosis was likely attributable to fibroblasts that escaped lox recombination. ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Architectural deterioration and fibrosis in the heart was observed in 6-months old ATRmKO mice. Increasing over time fibrosis was likely attributable to fibroblasts that escaped lox recombination. ATR mosaic knockout (ATRmKO) mice were generated by tamoxifen (TAM) treatment of ATR flox/- Cre-ERT2+ at 8-12 weeks of age and were compared to TAM-treated ATR flox/+ Cre-ERT2+ (control) mice. Approximately 80% of the villus epithelium was lost one week after ATR deletion; however, full recovery was observed 1 month later. This suggests that ATR loss in ATRmKO mice leads to the loss of proliferating cells in vivo and, in some tissues, a subsequent reconstitution with the cells that escaped lox recombination and remain ATR positive."	"10.1016/j.stem.2007.03.002"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129SvEv; ATR flox/+; Cre-ERT2"	"proliferation"	""	"n/a"	"proliferation"	"10 weeks"	"-/-"	"all"
